		MBE						TPEE						SMLE			
$r$	$p$	Bias	SE	SEE	CP	RE		Bias	SE	SEE	CP	RE		Bias	SE	SEE	CP
-0.5	0.1	0.000882885331379701	0.0407921516428921	0.0404288200308757	0.9501	0.759929458125398		-0.00153566561191409	0.0385008033649898	0.0381829898071449	0.9422	0.853074427711222		-0.00292264675024267	0.0355601229110004	0.0347168602770871	0.9438
-0.5	0.3	0.00221831704566988	0.0514867560129467	0.05135701576928	0.9521	0.568193704389861		-0.000966005848762497	0.0428732620989361	0.0425571670931249	0.9476	0.819434827590748		-0.00257824507878252	0.0388100085245331	0.0382566733929117	0.9457
-0.5	0.6	0.00366155299906273	0.0623104056661533	0.0616039424795048	0.9504	0.462633284619431		-0.000406013068553812	0.0452317170102453	0.0447818115419417	0.9456	0.877954248331546		-0.00303551731606572	0.0423817627841198	0.0417029448344657	0.9457
-0.5	1	0.00353414546136499	0.0721480254692477	0.0717259240942822	0.9508	0.404078234717222		0.000648303591529009	0.0462322499926232	0.0461433590488269	0.9485	0.984066161850271		-0.00376651749123375	0.0458624423692685	0.0440960782964141	0.9414
-0.3	0.1	0.000242261185083026	0.0394544143990542	0.0391443901679079	0.949	0.813663318314265		-0.00118807647851343	0.0378594191239562	0.0376195593011295	0.9439	0.88366580273319		-0.00243848655191048	0.0355891790865589	0.0347049788366146	0.9446
-0.3	0.3	0.00135983549980428	0.049599629730998	0.0494837922821543	0.9521	0.621867542222939		-0.000814287610495124	0.0424608912541466	0.0421525359910172	0.9467	0.848548259786994		-0.00187237223825298	0.039113563007474	0.0385190122377141	0.946
-0.3	0.6	0.00249360071248222	0.0607038097384705	0.0601333803283248	0.9504	0.495464205456331		-0.000355397494049892	0.0450410015146871	0.0446363256604327	0.9472	0.899970145865463		-0.00207426624655682	0.0427289371604653	0.0421150976006995	0.9467
-0.3	1	0.00208173055152505	0.0715857788852282	0.0711530471701169	0.9504	0.420694404821973		0.000637370956845185	0.0462058833872602	0.0461497321952327	0.9489	1.00977750088039		-0.00290778359490124	0.046431222945432	0.0446857253629801	0.9424
0	0.1	-0.000640490431660479	0.0377692253891878	0.0375577956697227	0.9489	0.878235020017027		-0.00056837524542469	0.0368916348905075	0.0368534670478733	0.9487	0.920515494216814		-0.00162639335881815	0.035395125240374	0.0346135847465966	0.9417
0	0.3	0.000237960050140762	0.0472408086686971	0.0469211854569198	0.9493	0.690531262976859		-0.000286747727439141	0.0418062315721049	0.0414989520128845	0.9465	0.881730671680867		-0.000939569852859756	0.0392562667472828	0.0386081809387833	0.9455
0	0.6	0.000288046333081993	0.0579031510735344	0.0575798973640458	0.9482	0.559023299579241		-0.000107004251591214	0.0448078362051537	0.0443226937844271	0.9439	0.933525879646328		-0.000921657200451065	0.0432929473438488	0.0423665469727088	0.9454
0	1	0.000476815379577722	0.0697471834295449	0.0691712674252132	0.9476	0.451056094036264		0.000631884451453624	0.0461988434061429	0.0460125728011626	0.9466	1.02806765914063		-0.00165026992722039	0.0468427034543126	0.044928018778313	0.94
0.3	0.1	-0.00169240879909177	0.0367317743147533	0.0363387566526612	0.9462	0.90779613578705		-1.79832652664746e-05	0.0362007435559511	0.0361400007580107	0.9511	0.934624502395915		-0.000468920277027329	0.0349974234408571	0.0343853691280626	0.9446
0.3	0.3	-0.0014232038076038	0.0449800075243892	0.0445913282853291	0.9496	0.756158159596681		0.000197981462190244	0.0412396069747902	0.0407689463345315	0.9478	0.899544505243518		0.000147565882204825	0.0391134248410731	0.0384027829026431	0.9436
0.3	0.6	-0.0011386584801712	0.0539917550935441	0.0546266435139102	0.9523	0.631739761124298		0.000134035880904493	0.0444222870955392	0.0438264132508556	0.9448	0.933235547680161		5.11133644198747e-05	0.0429137583273452	0.0421769018387032	0.9453
0.3	1	-0.00078126190413258	0.0665845340226328	0.065840775497003	0.9459	0.486533677039007		0.000541587612991945	0.0459705256160259	0.0456897770872981	0.949	1.02070607014658		-0.000291608655807074	0.0464440215781872	0.0447486051808641	0.9418
0.5	0.1	-0.00236420991100117	0.0362117590574258	0.0357904645983492	0.9465	0.920912771444231		0.000228325076199132	0.0357817243799823	0.0357591366945432	0.9516	0.943181356827794		0.000388555828908399	0.0347503249472754	0.03415892199228	0.946
0.5	0.3	-0.00231224186879647	0.0436115731161383	0.0432269601842266	0.9495	0.783752463074763		0.000380650635985968	0.0406944696218733	0.0402428058027882	0.948	0.900143268965329		0.000492757319008497	0.038609236344973	0.0379459984656634	0.943
0.5	0.6	-0.00228312044176499	0.0518675902495595	0.0523760771137528	0.9518	0.666064799697382		0.0002292410340064	0.0439072369717895	0.0433503386500404	0.9439	0.92947220788567		0.000731635028091593	0.0423305891143917	0.04158001013631	0.9444
0.5	1	-0.002258376397691	0.0635592878897956	0.0626863904907901	0.9456	0.51744624834162		0.000537111865445639	0.0455814595970658	0.0453018580639499	0.948	1.00611316602053		0.000453799036779445	0.0457205708334616	0.0442156919984186	0.9423
